9/29/2006,51200,51200,51200,51200,1,1
10/6/2006,49900,49900,49900,49900,1,1
10/13/2006,48700,48700,48700,48700,1,1
10/20/2006,51900,51900,51900,51900,1,1
10/27/2006,50600,50600,50600,50600,1,1
11/3/2006,53400,53400,53400,53400,1,1
11/10/2006,52300,52300,52300,52300,1,1
11/17/2006,52500,52500,52500,52500,1,1
11/24/2006,39500,39500,39500,39500,1,1
12/1/2006,53100,53100,53100,53100,1,1
12/8/2006,53200,53200,53200,53200,1,1
12/15/2006,53100,53100,53100,53100,1,1
12/22/2006,50100,50100,50100,50100,1,1
12/29/2006,40600,40600,40600,40600,1,1
1/5/2007,44800,44800,44800,44800,1,1
1/12/2007,54200,54200,54200,54200,1,1
1/19/2007,50400,50400,50400,50400,1,1
1/26/2007,50800,50800,50800,50800,1,1
2/2/2007,50800,50800,50800,50800,1,1
2/9/2007,47800,47800,47800,47800,1,1
2/16/2007,49900,49900,49900,49900,1,1
2/23/2007,51400,51400,51400,51400,1,1
3/2/2007,51000,51000,51000,51000,1,1
3/9/2007,51600,51600,51600,51600,1,1
3/16/2007,52800,52800,52800,52800,1,1
3/23/2007,49400,49400,49400,49400,1,1
3/30/2007,55300,55300,55300,55300,1,1
4/6/2007,54700,54700,54700,54700,1,1
4/13/2007,49400,49400,49400,49400,1,1
4/20/2007,51500,51500,51500,51500,1,1
4/27/2007,50500,50500,50500,50500,1,1
5/4/2007,47200,47200,47200,47200,1,1
5/11/2007,41900,41900,41900,41900,1,1
5/18/2007,42200,42200,42200,42200,1,1
5/25/2007,41600,41600,41600,41600,1,1
6/1/2007,37100,37100,37100,37100,1,1
6/8/2007,41500,41500,41500,41500,1,1
6/15/2007,40100,40100,40100,40100,1,1
6/22/2007,39800,39800,39800,39800,1,1
6/29/2007,41000,41000,41000,41000,1,1
7/6/2007,33600,33600,33600,33600,1,1
7/13/2007,43600,43600,43600,43600,1,1
7/20/2007,45100,45100,45100,45100,1,1
7/27/2007,42000,42000,42000,42000,1,1
8/3/2007,44200,44200,44200,44200,1,1
8/10/2007,43800,43800,43800,43800,1,1
8/17/2007,44600,44600,44600,44600,1,1
