DATE,OPEN,HIGH,LOW,CLOSE,VOL,OI,,,,
10/17/2016,"1,272,451","1,272,451","1,272,451","1,272,451",1,1,,,,
10/18/2016,"1,274,911","1,274,911","1,274,911","1,274,911",1,1,,,,
10/19/2016,"1,275,051","1,275,051","1,275,051","1,275,051",1,1,,,,
10/20/2016,"1,275,197","1,275,197","1,275,197","1,275,197",1,1,,,,
10/21/2016,"1,276,912","1,276,912","1,276,912","1,276,912",1,1,,,,
10/24/2016,"1,275,509","1,275,509","1,275,509","1,275,509",1,1,,,,
10/25/2016,"1,274,471","1,274,471","1,274,471","1,274,471",1,1,,,,
10/26/2016,"1,275,014","1,275,014","1,275,014","1,275,014",1,1,,,,
10/27/2016,"1,274,887","1,274,887","1,274,887","1,274,887",1,1,,,,
10/28/2016,"1,276,552","1,276,552","1,276,552","1,276,552",1,1,,,,
10/31/2016,"1,274,978","1,274,978","1,274,978","1,274,978",1,1,,,,
11/1/2016,"1,272,628","1,272,628","1,272,628","1,272,628",1,1,,,,
11/2/2016,"1,274,363","1,274,363","1,274,363","1,274,363",1,1,,,,
11/3/2016,"1,272,988","1,272,988","1,272,988","1,272,988",1,1,,,,
11/4/2016,"1,272,310","1,272,310","1,272,310","1,272,310",1,1,,,,
11/7/2016,"1,271,935","1,271,935","1,271,935","1,271,935",1,1,,,,
11/8/2016,"1,273,740","1,273,740","1,273,740","1,273,740",1,1,,,,
11/9/2016,"1,271,740","1,271,740","1,271,740","1,271,740",1,1,,,,
11/10/2016,"1,271,115","1,271,115","1,271,115","1,271,115",1,1,,,,
11/11/2016,"1,272,367","1,272,367","1,272,367","1,272,367",1,1,,,,
11/14/2016,"1,272,258","1,272,258","1,272,258","1,272,258",1,1,,,,
11/15/2016,"1,272,442","1,272,442","1,272,442","1,272,442",1,1,,,,
11/16/2016,"1,274,194","1,274,194","1,274,194","1,274,194",1,1,,,,
11/17/2016,"1,273,529","1,273,529","1,273,529","1,273,529",1,1,,,,
11/18/2016,"1,272,225","1,272,225","1,272,225","1,272,225",1,1,,,,
11/21/2016,"1,256,846","1,256,846","1,256,846","1,256,846",1,1,,,,
11/22/2016,"1,256,611","1,256,611","1,256,611","1,256,611",1,1,,,,
11/23/2016,"1,259,086","1,259,086","1,259,086","1,259,086",1,1,,,,
11/25/2016,"1,257,686","1,257,686","1,257,686","1,257,686",1,1,,,,
11/28/2016,"1,256,154","1,256,154","1,256,154","1,256,154",1,1,,,,
11/29/2016,"1,256,154","1,256,154","1,256,154","1,256,154",1,1,,,,
11/30/2016,"1,257,383","1,257,383","1,257,383","1,257,383",1,1,,,,
12/1/2016,"1,257,108","1,257,108","1,257,108","1,257,108",1,1,,,,
12/2/2016,"1,259,753","1,259,753","1,259,753","1,259,753",1,1,,,,
12/5/2016,"1,259,753","1,259,753","1,259,753","1,259,753",1,1,,,,
12/6/2016,"1,259,974","1,259,974","1,259,974","1,259,974",1,1,,,,
12/7/2016,"1,262,724","1,262,724","1,262,724","1,262,724",1,1,,,,
12/8/2016,"1,264,049","1,264,049","1,264,049","1,264,049",1,1,,,,
12/9/2016,"1,261,639","1,261,639","1,261,639","1,261,639",1,1,,,,
12/12/2016,"1,254,557","1,254,557","1,254,557","1,254,557",1,1,,,,
12/13/2016,"1,246,742","1,246,742","1,246,742","1,246,742",1,1,,,,
12/14/2016,"1,248,137","1,248,137","1,248,137","1,248,137",1,1,,,,
12/15/2016,"1,250,012","1,250,012","1,250,012","1,250,012",1,1,,,,
12/16/2016,"1,253,522","1,253,522","1,253,522","1,253,522",1,1,,,,
12/19/2016,"1,253,736","1,253,736","1,253,736","1,253,736",1,1,,,,
12/20/2016,"1,254,132","1,254,132","1,254,132","1,254,132",1,1,,,,
12/21/2016,"1,257,767","1,257,767","1,257,767","1,257,767",1,1,,,,
12/22/2016,"1,262,632","1,262,632","1,262,632","1,262,632",1,1,,,,
12/23/2016,"1,261,362","1,261,362","1,261,362","1,261,362",1,1,,,,
12/27/2016,"1,263,682","1,263,682","1,263,682","1,263,682",1,1,,,,
12/28/2016,"1,264,892","1,264,892","1,264,892","1,264,892",1,1,,,,
12/29/2016,"1,247,486","1,247,486","1,247,486","1,247,486",1,1,,,,
12/30/2016,"1,245,379","1,245,379","1,245,379","1,245,379",1,1,,,,
1/3/2017,"1,249,979","1,249,979","1,249,979","1,249,979",1,1,,,,
1/4/2017,"1,254,689","1,254,689","1,254,689","1,254,689",1,1,,,,
1/5/2017,"1,252,202","1,252,202","1,252,202","1,252,202",1,1,,,,
1/6/2017,"1,257,811","1,257,811","1,257,811","1,257,811",1,1,,,,
1/9/2017,"1,262,840","1,262,840","1,262,840","1,262,840",1,1,,,,
1/10/2017,"1,265,565","1,265,565","1,265,565","1,265,565",1,1,,,,
1/11/2017,"1,273,486","1,273,486","1,273,486","1,273,486",1,1,,,,
1/12/2017,"1,278,389","1,278,389","1,278,389","1,278,389",1,1,,,,
1/13/2017,"1,279,208","1,279,208","1,279,208","1,279,208",1,1,,,,
1/16/2017,"1,285,285","1,285,285","1,285,285","1,285,285",1,1,,,,
1/17/2017,"1,292,538","1,292,538","1,292,538","1,292,538",1,1,,,,
1/18/2017,"1,291,063","1,291,063","1,291,063","1,291,063",1,1,,,,
1/19/2017,"1,288,959","1,288,959","1,288,959","1,288,959",1,1,,,,
1/20/2017,"1,289,877","1,289,877","1,289,877","1,289,877",1,1,,,,
1/23/2017,"1,296,573","1,296,573","1,296,573","1,296,573",1,1,,,,
1/24/2017,"1,298,678","1,298,678","1,298,678","1,298,678",1,1,,,,
1/25/2017,"1,293,675","1,293,675","1,293,675","1,293,675",1,1,,,,
1/26/2017,"1,288,675","1,288,675","1,288,675","1,288,675",1,1,,,,
1/27/2017,"1,288,026","1,288,026","1,288,026","1,288,026",1,1,,,,
1/30/2017,"1,291,366","1,291,366","1,291,366","1,291,366",1,1,,,,
1/31/2017,"1,297,522","1,297,522","1,297,522","1,297,522",1,1,,,,
2/1/2017,"1,295,548","1,295,548","1,295,548","1,295,548",1,1,,,,
2/2/2017,"1,298,550","1,298,550","1,298,550","1,298,550",1,1,,,,
2/3/2017,"1,304,953","1,304,953","1,304,953","1,304,953",1,1,,,,
2/6/2017,"1,310,870","1,310,870","1,310,870","1,310,870",1,1,,,,
2/7/2017,"1,308,345","1,308,345","1,308,345","1,308,345",1,1,,,,
2/8/2017,"1,313,307","1,313,307","1,313,307","1,313,307",1,1,,,,
2/9/2017,"1,311,406","1,311,406","1,311,406","1,311,406",1,1,,,,
2/10/2017,"1,307,969","1,307,969","1,307,969","1,307,969",1,1,,,,
2/13/2017,"1,310,039","1,310,039","1,310,039","1,310,039",1,1,,,,
2/14/2017,"1,317,067","1,317,067","1,317,067","1,317,067",1,1,,,,
2/15/2017,"1,317,067","1,317,067","1,317,067","1,317,067",1,1,,,,
2/16/2017,"1,316,148","1,316,148","1,316,148","1,316,148",1,1,,,,
2/17/2017,"1,321,865","1,321,865","1,321,865","1,321,865",1,1,,,,
2/20/2017,"1,328,434","1,328,434","1,328,434","1,328,434",1,1,,,,
2/21/2017,"1,326,527","1,326,527","1,326,527","1,326,527",1,1,,,,
2/22/2017,"1,332,864","1,332,864","1,332,864","1,332,864",1,1,,,,
2/23/2017,"1,334,826","1,334,826","1,334,826","1,334,826",1,1,,,,
2/24/2017,"1,329,914","1,329,914","1,329,914","1,329,914",1,1,,,,
2/27/2017,"1,328,887","1,328,887","1,328,887","1,328,887",1,1,,,,
2/28/2017,"1,330,969","1,330,969","1,330,969","1,330,969",1,1,,,,
3/1/2017,"1,332,634","1,332,634","1,332,634","1,332,634",1,1,,,,
3/2/2017,"1,338,469","1,338,469","1,338,469","1,338,469",1,1,,,,
3/3/2017,"1,340,109","1,340,109","1,340,109","1,340,109",1,1,,,,
3/6/2017,"1,339,834","1,339,834","1,339,834","1,339,834",1,1,,,,
3/7/2017,"1,342,565","1,342,565","1,342,565","1,342,565",1,1,,,,
3/8/2017,"1,338,966","1,338,966","1,338,966","1,338,966",1,1,,,,
3/9/2017,"1,338,874","1,338,874","1,338,874","1,338,874",1,1,,,,
3/10/2017,"1,341,074","1,341,074","1,341,074","1,341,074",1,1,,,,
3/13/2017,"1,340,044","1,340,044","1,340,044","1,340,044",1,1,,,,
3/14/2017,"1,339,711","1,339,711","1,339,711","1,339,711",1,1,,,,
3/15/2017,"1,332,561","1,332,561","1,332,561","1,332,561",1,1,,,,
3/16/2017,"1,338,759","1,338,759","1,338,759","1,338,759",1,1,,,,
3/17/2017,"1,341,092","1,341,092","1,341,092","1,341,092",1,1,,,,
3/20/2017,"1,342,232","1,342,232","1,342,232","1,342,232",1,1,,,,
3/21/2017,"1,341,948","1,341,948","1,341,948","1,341,948",1,1,,,,
3/22/2017,"1,341,308","1,341,308","1,341,308","1,341,308",1,1,,,,
3/23/2017,"1,345,841","1,345,841","1,345,841","1,345,841",1,1,,,,
3/24/2017,"1,350,211","1,350,211","1,350,211","1,350,211",1,1,,,,
3/27/2017,"1,346,198","1,346,198","1,346,198","1,346,198",1,1,,,,
3/28/2017,"1,345,214","1,345,214","1,345,214","1,345,214",1,1,,,,
3/29/2017,"1,351,047","1,351,047","1,351,047","1,351,047",1,1,,,,
3/30/2017,"1,352,101","1,352,101","1,352,101","1,352,101",1,1,,,,
3/31/2017,"1,361,597","1,361,597","1,361,597","1,361,597",1,1,,,,
4/3/2017,"1,364,014","1,364,014","1,364,014","1,364,014",1,1,,,,
4/4/2017,"1,364,179","1,364,179","1,364,179","1,364,179",1,1,,,,
4/5/2017,"1,367,569","1,367,569","1,367,569","1,367,569",1,1,,,,
4/6/2017,"1,372,217","1,372,217","1,372,217","1,372,217",1,1,,,,
4/7/2017,"1,374,482","1,374,482","1,374,482","1,374,482",1,1,,,,
4/10/2017,"1,380,265","1,380,265","1,380,265","1,380,265",1,1,,,,
4/11/2017,"1,387,072","1,387,072","1,387,072","1,387,072",1,1,,,,
4/12/2017,"1,395,637","1,395,637","1,395,637","1,395,637",1,1,,,,
4/13/2017,"1,399,461","1,399,461","1,399,461","1,399,461",1,1,,,,
4/14/2017,"1,400,435","1,400,435","1,400,435","1,400,435",1,1,,,,
4/17/2017,"1,404,031","1,404,031","1,404,031","1,404,031",1,1,,,,
4/18/2017,"1,411,182","1,411,182","1,411,182","1,411,182",1,1,,,,
4/19/2017,"1,408,018","1,408,018","1,408,018","1,408,018",1,1,,,,
4/20/2017,"1,405,028","1,405,028","1,405,028","1,405,028",1,1,,,,
4/21/2017,"1,407,878","1,407,878","1,407,878","1,407,878",1,1,,,,
4/24/2017,"1,409,693","1,409,693","1,409,693","1,409,693",1,1,,,,
4/25/2017,"1,410,688","1,410,688","1,410,688","1,410,688",1,1,,,,
4/26/2017,"1,408,331","1,408,331","1,408,331","1,408,331",1,1,,,,
4/27/2017,"1,408,090","1,408,090","1,408,090","1,408,090",1,1,,,,
4/28/2017,"1,408,158","1,408,158","1,408,158","1,408,158",1,1,,,,
5/1/2017,"1,410,133","1,410,133","1,410,133","1,410,133",1,1,,,,
5/2/2017,"1,410,978","1,410,978","1,410,978","1,410,978",1,1,,,,
5/3/2017,"1,411,938","1,411,938","1,411,938","1,411,938",1,1,,,,
5/4/2017,"1,411,381","1,411,381","1,411,381","1,411,381",1,1,,,,
5/6/2017,"1,413,116","1,413,116","1,413,116","1,413,116",1,1,,,,
5/8/2017,"1,413,116","1,413,116","1,413,116","1,413,116",1,1,,,,
5/9/2017,"1,414,101","1,414,101","1,414,101","1,414,101",1,1,,,,
5/10/2017,"1,420,061","1,420,061","1,420,061","1,420,061",1,1,,,,
5/11/2017,"1,427,110","1,427,110","1,427,110","1,427,110",1,1,,,,
5/12/2017,"1,430,630","1,430,630","1,430,630","1,430,630",1,1,,,,
5/15/2017,"1,432,431","1,432,431","1,432,431","1,432,431",1,1,,,,
5/16/2017,"1,437,729","1,437,729","1,437,729","1,437,729",1,1,,,,
5/17/2017,"1,443,191","1,443,191","1,443,191","1,443,191",1,1,,,,
5/18/2017,"1,444,314","1,444,314","1,444,314","1,444,314",1,1,,,,
5/19/2017,"1,449,055","1,449,055","1,449,055","1,449,055",1,1,,,,
5/22/2017,"1,447,885","1,447,885","1,447,885","1,447,885",1,1,,,,
5/23/2017,"1,455,350","1,455,350","1,455,350","1,455,350",1,1,,,,
5/24/2017,"1,458,091","1,458,091","1,458,091","1,458,091",1,1,,,,
5/25/2017,"1,462,252","1,462,252","1,462,252","1,462,252",1,1,,,,
5/26/2017,"1,469,775","1,469,775","1,469,775","1,469,775",1,1,,,,
5/30/2017,"1,472,176","1,472,176","1,472,176","1,472,176",1,1,,,,
5/31/2017,"1,474,778","1,474,778","1,474,778","1,474,778",1,1,,,,
6/1/2017,"1,476,717","1,476,717","1,476,717","1,476,717",1,1,,,,
6/2/2017,"1,485,138","1,485,138","1,485,138","1,485,138",1,1,,,,
6/5/2017,"1,489,377","1,489,377","1,489,377","1,489,377",1,1,,,,
6/6/2017,"1,495,288","1,495,288","1,495,288","1,495,288",1,1,,,,
6/7/2017,"1,497,915","1,497,915","1,497,915","1,497,915",1,1,,,,
6/8/2017,"1,505,491","1,505,491","1,505,491","1,505,491",1,1,,,,
6/9/2017,"1,509,830","1,509,830","1,509,830","1,509,830",1,1,,,,
6/12/2017,"1,511,228","1,511,228","1,511,228","1,511,228",1,1,,,,
6/13/2017,"1,517,323","1,517,323","1,517,323","1,517,323",1,1,,,,
6/14/2017,"1,512,623","1,512,623","1,512,623","1,512,623",1,1,,,,
6/15/2017,"1,514,329","1,514,329","1,514,329","1,514,329",1,1,,,,
6/16/2017,"1,517,088","1,517,088","1,517,088","1,517,088",1,1,,,,
6/19/2017,"1,512,294","1,512,294","1,512,294","1,512,294",1,1,,,,
6/20/2017,"1,514,522","1,514,522","1,514,522","1,514,522",1,1,,,,
6/21/2017,"1,515,258","1,515,258","1,515,258","1,515,258",1,1,,,,
6/22/2017,"1,513,013","1,513,013","1,513,013","1,513,013",1,1,,,,
6/23/2017,"1,509,903","1,509,903","1,509,903","1,509,903",1,1,,,,
6/26/2017,"1,509,158","1,509,158","1,509,158","1,509,158",1,1,,,,
6/27/2017,"1,510,403","1,510,403","1,510,403","1,510,403",1,1,,,,
6/28/2017,"1,506,047","1,506,047","1,506,047","1,506,047",1,1,,,,
6/29/2017,"1,508,677","1,508,677","1,508,677","1,508,677",1,1,,,,
6/30/2017,"1,515,282","1,515,282","1,515,282","1,515,282",1,1,,,,
7/3/2017,"1,513,782","1,513,782","1,513,782","1,513,782",1,1,,,,
7/5/2017,"1,517,763","1,517,763","1,517,763","1,517,763",1,1,,,,
7/6/2017,"1,523,758","1,523,758","1,523,758","1,523,758",1,1,,,,
7/7/2017,"1,530,706","1,530,706","1,530,706","1,530,706",1,1,,,,
7/10/2017,"1,535,456","1,535,456","1,535,456","1,535,456",1,1,,,,
7/11/2017,"1,540,499","1,540,499","1,540,499","1,540,499",1,1,,,,
7/12/2017,"1,542,380","1,542,380","1,542,380","1,542,380",1,1,,,,
7/13/2017,"1,543,183","1,543,183","1,543,183","1,543,183",1,1,,,,
7/14/2017,"1,549,041","1,549,041","1,549,041","1,549,041",1,1,,,,
7/17/2017,"1,546,139","1,546,139","1,546,139","1,546,139",1,1,,,,
7/18/2017,"1,542,475","1,542,475","1,542,475","1,542,475",1,1,,,,
7/19/2017,"1,542,475","1,542,475","1,542,475","1,542,475",1,1,,,,
7/20/2017,"1,542,025","1,542,025","1,542,025","1,542,025",1,1,,,,
7/21/2017,"1,541,750","1,541,750","1,541,750","1,541,750",1,1,,,,
7/24/2017,"1,539,911","1,539,911","1,539,911","1,539,911",1,1,,,,
7/25/2017,"1,542,629","1,542,629","1,542,629","1,542,629",1,1,,,,
7/26/2017,"1,543,644","1,543,644","1,543,644","1,543,644",1,1,,,,
7/27/2017,"1,546,701","1,546,701","1,546,701","1,546,701",1,1,,,,
7/28/2017,"1,544,497","1,544,497","1,544,497","1,544,497",1,1,,,,
7/31/2017,"1,548,439","1,548,439","1,548,439","1,548,439",1,1,,,,
8/1/2017,"1,553,907","1,553,907","1,553,907","1,553,907",1,1,,,,
8/2/2017,"1,556,892","1,556,892","1,556,892","1,556,892",1,1,,,,
8/3/2017,"1,558,543","1,558,543","1,558,543","1,558,543",1,1,,,,
8/4/2017,"1,563,803","1,563,803","1,563,803","1,563,803",1,1,,,,
8/7/2017,"1,563,528","1,563,528","1,563,528","1,563,528",1,1,,,,
8/8/2017,"1,564,945","1,564,945","1,564,945","1,564,945",1,1,,,,
8/9/2017,"1,571,119","1,571,119","1,571,119","1,571,119",1,1,,,,
8/10/2017,"1,574,969","1,574,969","1,574,969","1,574,969",1,1,,,,
8/11/2017,"1,585,419","1,585,419","1,585,419","1,585,419",1,1,,,,
8/14/2017,"1,584,445","1,584,445","1,584,445","1,584,445",1,1,,,,
8/15/2017,"1,593,037","1,593,037","1,593,037","1,593,037",1,1,,,,
8/16/2017,"1,599,942","1,599,942","1,599,942","1,599,942",1,1,,,,
8/17/2017,"1,614,066","1,614,066","1,614,066","1,614,066",1,1,,,,
8/18/2017,"1,623,723","1,623,723","1,623,723","1,623,723",1,1,,,,
8/21/2017,"1,634,124","1,634,124","1,634,124","1,634,124",1,1,,,,
8/22/2017,"1,639,977","1,639,977","1,639,977","1,639,977",1,1,,,,
8/23/2017,"1,652,122","1,652,122","1,652,122","1,652,122",1,1,,,,
8/24/2017,"1,657,754","1,657,754","1,657,754","1,657,754",1,1,,,,
8/25/2017,"1,658,541","1,658,541","1,658,541","1,658,541",1,1,,,,
8/28/2017,"1,665,759","1,665,759","1,665,759","1,665,759",1,1,,,,
8/29/2017,"1,676,058","1,676,058","1,676,058","1,676,058",1,1,,,,
8/30/2017,"1,692,770","1,692,770","1,692,770","1,692,770",1,1,,,,
8/31/2017,"1,707,898","1,707,898","1,707,898","1,707,898",1,1,,,,
9/1/2017,"1,715,082","1,715,082","1,715,082","1,715,082",1,1,,,,
9/5/2017,"1,724,203","1,724,203","1,724,203","1,724,203",1,1,,,,
9/6/2017,"1,732,461","1,732,461","1,732,461","1,732,461",1,1,,,,
9/7/2017,"1,748,725","1,748,725","1,748,725","1,748,725",1,1,,,,
9/8/2017,"1,751,750","1,751,750","1,751,750","1,751,750",1,1,,,,
9/11/2017,"1,755,698","1,755,698","1,755,698","1,755,698",1,1,,,,
9/12/2017,"1,774,519","1,774,519","1,774,519","1,774,519",1,1,,,,
9/13/2017,"1,777,581","1,777,581","1,777,581","1,777,581",1,1,,,,
9/14/2017,"1,783,147","1,783,147","1,783,147","1,783,147",1,1,,,,
9/15/2017,"1,788,862","1,788,862","1,788,862","1,788,862",1,1,,,,
9/18/2017,"1,793,207","1,793,207","1,793,207","1,793,207",1,1,,,,
9/19/2017,"1,808,421","1,808,421","1,808,421","1,808,421",1,1,,,,
9/20/2017,"1,810,345","1,810,345","1,810,345","1,810,345",1,1,,,,
9/21/2017,"1,810,295","1,810,295","1,810,295","1,810,295",1,1,,,,
9/22/2017,"1,812,803","1,812,803","1,812,803","1,812,803",1,1,,,,
9/25/2017,"1,805,850","1,805,850","1,805,850","1,805,850",1,1,,,,
9/26/2017,"1,810,015","1,810,015","1,810,015","1,810,015",1,1,,,,
9/27/2017,"1,805,417","1,805,417","1,805,417","1,805,417",1,1,,,,
9/28/2017,"1,806,221","1,806,221","1,806,221","1,806,221",1,1,,,,
9/29/2017,"1,805,686","1,805,686","1,805,686","1,805,686",1,1,,,,
10/2/2017,"1,809,401","1,809,401","1,809,401","1,809,401",1,1,,,,
10/3/2017,"1,820,201","1,820,201","1,820,201","1,820,201",1,1,,,,
10/4/2017,"1,829,338","1,829,338","1,829,338","1,829,338",1,1,,,,
10/5/2017,"1,841,546","1,841,546","1,841,546","1,841,546",1,1,,,,
10/6/2017,"1,841,876","1,841,876","1,841,876","1,841,876",1,1,,,,
10/9/2017,"1,846,581","1,846,581","1,846,581","1,846,581",1,1,,,,
10/10/2017,"1,842,615","1,842,615","1,842,615","1,842,615",1,1,,,,
10/11/2017,"1,845,505","1,845,505","1,845,505","1,845,505",1,1,,,,
10/12/2017,"1,849,223","1,849,223","1,849,223","1,849,223",1,1,,,,
10/13/2017,"1,850,909","1,850,909","1,850,909","1,850,909",1,1,,,,
10/16/2017,"1,856,465","1,856,465","1,856,465","1,856,465",1,1,,,,
10/17/2017,"1,858,390","1,858,390","1,858,390","1,858,390",1,1,,,,
10/18/2017,"1,863,756","1,863,756","1,863,756","1,863,756",1,1,,,,
10/19/2017,"1,866,685","1,866,685","1,866,685","1,866,685",1,1,,,,
10/20/2017,"1,874,664","1,874,664","1,874,664","1,874,664",1,1,,,,
10/23/2017,"1,890,617","1,890,617","1,890,617","1,890,617",1,1,,,,
10/24/2017,"1,893,444","1,893,444","1,893,444","1,893,444",1,1,,,,
10/25/2017,"1,898,329","1,898,329","1,898,329","1,898,329",1,1,,,,
10/26/2017,"1,902,939","1,902,939","1,902,939","1,902,939",1,1,,,,
10/27/2017,"1,907,428","1,907,428","1,907,428","1,907,428",1,1,,,,
10/30/2017,"1,911,424","1,911,424","1,911,424","1,911,424",1,1,,,,
10/31/2017,"1,911,740","1,911,740","1,911,740","1,911,740",1,1,,,,
11/1/2017,"1,910,877","1,910,877","1,910,877","1,910,877",1,1,,,,
11/2/2017,"1,915,490","1,915,490","1,915,490","1,915,490",1,1,,,,
11/3/2017,"1,926,350","1,926,350","1,926,350","1,926,350",1,1,,,,
11/6/2017,"1,924,959","1,924,959","1,924,959","1,924,959",1,1,,,,
11/7/2017,"1,905,256","1,905,256","1,905,256","1,905,256",1,1,,,,
11/8/2017,"1,910,404","1,910,404","1,910,404","1,910,404",1,1,,,,
11/9/2017,"1,911,679","1,911,679","1,911,679","1,911,679",1,1,,,,
11/10/2017,"1,911,954","1,911,954","1,911,954","1,911,954",1,1,,,,
11/13/2017,"1,910,812","1,910,812","1,910,812","1,910,812",1,1,,,,
11/14/2017,"1,910,342","1,910,342","1,910,342","1,910,342",1,1,,,,
11/15/2017,"1,908,812","1,908,812","1,908,812","1,908,812",1,1,,,,
11/16/2017,"1,910,258","1,910,258","1,910,258","1,910,258",1,1,,,,
11/17/2017,"1,910,258","1,910,258","1,910,258","1,910,258",1,1,,,,
11/20/2017,"1,913,042","1,913,042","1,913,042","1,913,042",1,1,,,,
11/21/2017,"1,921,873","1,921,873","1,921,873","1,921,873",1,1,,,,
11/22/2017,"1,921,642","1,921,642","1,921,642","1,921,642",1,1,,,,
11/24/2017,"1,922,642","1,922,642","1,922,642","1,922,642",1,1,,,,
11/27/2017,"1,923,476","1,923,476","1,923,476","1,923,476",1,1,,,,
11/28/2017,"1,922,141","1,922,141","1,922,141","1,922,141",1,1,,,,
11/29/2017,"1,921,346","1,921,346","1,921,346","1,921,346",1,1,,,,
11/30/2017,"1,921,079","1,921,079","1,921,079","1,921,079",1,1,,,,
12/1/2017,"1,927,016","1,927,016","1,927,016","1,927,016",1,1,,,,
12/4/2017,"1,927,349","1,927,349","1,927,349","1,927,349",1,1,,,,
12/5/2017,"1,929,973","1,929,973","1,929,973","1,929,973",1,1,,,,
12/6/2017,"1,932,418","1,932,418","1,932,418","1,932,418",1,1,,,,
12/7/2017,"1,937,643","1,937,643","1,937,643","1,937,643",1,1,,,,
12/8/2017,"1,937,643","1,937,643","1,937,643","1,937,643",1,1,,,,
12/11/2017,"1,938,446","1,938,446","1,938,446","1,938,446",1,1,,,,
12/12/2017,"1,943,717","1,943,717","1,943,717","1,943,717",1,1,,,,
12/13/2017,"1,948,467","1,948,467","1,948,467","1,948,467",1,1,,,,
12/14/2017,"1,949,043","1,949,043","1,949,043","1,949,043",1,1,,,,
12/15/2017,"1,951,803","1,951,803","1,951,803","1,951,803",1,1,,,,
12/18/2017,"1,951,553","1,951,553","1,951,553","1,951,553",1,1,,,,
12/19/2017,"1,956,181","1,956,181","1,956,181","1,956,181",1,1,,,,
12/20/2017,"1,959,251","1,959,251","1,959,251","1,959,251",1,1,,,,
12/21/2017,"1,962,776","1,962,776","1,962,776","1,962,776",1,1,,,,
12/22/2017,"1,965,815","1,965,815","1,965,815","1,965,815",1,1,,,,
12/26/2017,"1,965,815","1,965,815","1,965,815","1,965,815",1,1,,,,
12/27/2017,"1,967,984","1,967,984","1,967,984","1,967,984",1,1,,,,
12/28/2017,"1,972,330","1,972,330","1,972,330","1,972,330",1,1,,,,
12/29/2017,"1,973,669","1,973,669","1,973,669","1,973,669",1,1,,,,
1/2/2018,"1,984,499","1,984,499","1,984,499","1,984,499",1,1,,,,
1/3/2018,"1,979,380","1,979,380","1,979,380","1,979,380",1,1,,,,
1/4/2018,"1,982,905","1,982,905","1,982,905","1,982,905",1,1,,,,
1/5/2018,"1,987,795","1,987,795","1,987,795","1,987,795",1,1,,,,
1/8/2018,"1,992,070","1,992,070","1,992,070","1,992,070",1,1,,,,
1/9/2018,"1,997,094","1,997,094","1,997,094","1,997,094",1,1,,,,
1/10/2018,"1,998,544","1,998,544","1,998,544","1,998,544",1,1,,,,
1/11/2018,"2,005,570","2,005,570","2,005,570","2,005,570",1,1,,,,
1/12/2018,"2,005,320","2,005,320","2,005,320","2,005,320",1,1,,,,
1/15/2018,"2,005,012","2,005,012","2,005,012","2,005,012",1,1,,,,
1/16/2018,"2,006,697","2,006,697","2,006,697","2,006,697",1,1,,,,
1/17/2018,"2,006,845","2,006,845","2,006,845","2,006,845",1,1,,,,
1/18/2018,"2,012,166","2,012,166","2,012,166","2,012,166",1,1,,,,
1/19/2018,"2,017,306","2,017,306","2,017,306","2,017,306",1,1,,,,
1/22/2018,"2,014,911","2,014,911","2,014,911","2,014,911",1,1,,,,
1/23/2018,"2,003,899","2,003,899","2,003,899","2,003,899",1,1,,,,
1/24/2018,"1,988,608","1,988,608","1,988,608","1,988,608",1,1,,,,
1/25/2018,"1,981,606","1,981,606","1,981,606","1,981,606",1,1,,,,
1/26/2018,"1,979,375","1,979,375","1,979,375","1,979,375",1,1,,,,
1/29/2018,"1,967,165","1,967,165","1,967,165","1,967,165",1,1,,,,
1/30/2018,"1,965,325","1,965,325","1,965,325","1,965,325",1,1,,,,
1/31/2018,"1,970,042","1,970,042","1,970,042","1,970,042",1,1,,,,
2/1/2018,"1,964,470","1,964,470","1,964,470","1,964,470",1,1,,,,
2/2/2018,"1,953,220","1,953,220","1,953,220","1,953,220",1,1,,,,
2/5/2018,"1,943,409","1,943,409","1,943,409","1,943,409",1,1,,,,
2/6/2018,"1,935,716","1,935,716","1,935,716","1,935,716",1,1,,,,
2/7/2018,"1,923,881","1,923,881","1,923,881","1,923,881",1,1,,,,
2/8/2018,"1,919,136","1,919,136","1,919,136","1,919,136",1,1,,,,
2/9/2018,"1,917,962","1,917,962","1,917,962","1,917,962",1,1,,,,
2/12/2018,"1,917,677","1,917,677","1,917,677","1,917,677",1,1,,,,
2/13/2018,"1,913,312","1,913,312","1,913,312","1,913,312",1,1,,,,
2/14/2018,"1,903,121","1,903,121","1,903,121","1,903,121",1,1,,,,
2/15/2018,"1,902,602","1,902,602","1,902,602","1,902,602",1,1,,,,
2/16/2018,"1,896,354","1,896,354","1,896,354","1,896,354",1,1,,,,
2/19/2018,"1,905,281","1,905,281","1,905,281","1,905,281",1,1,,,,
2/20/2018,"1,901,180","1,901,180","1,901,180","1,901,180",1,1,,,,
2/21/2018,"1,898,336","1,898,336","1,898,336","1,898,336",1,1,,,,
2/22/2018,"1,892,361","1,892,361","1,892,361","1,892,361",1,1,,,,
2/23/2018,"1,890,548","1,890,548","1,890,548","1,890,548",1,1,,,,
2/26/2018,"1,892,259","1,892,259","1,892,259","1,892,259",1,1,,,,
2/27/2018,"1,896,639","1,896,639","1,896,639","1,896,639",1,1,,,,
2/28/2018,"1,895,739","1,895,739","1,895,739","1,895,739",1,1,,,,
