DATE,OPEN,HIGH,LOW,CLOSE,VOL,OI,,,,
5/17/2013,"2,746,866","2,746,866","2,746,866","2,746,866",1,1,,,,
5/20/2013,"2,752,284","2,752,284","2,752,284","2,752,284",1,1,,,,
5/21/2013,"2,751,486","2,751,486","2,751,486","2,751,486",1,1,,,,
5/22/2013,"2,755,357","2,755,357","2,755,357","2,755,357",1,1,,,,
5/23/2013,"2,753,574","2,753,574","2,753,574","2,753,574",1,1,,,,
5/24/2013,"2,756,029","2,756,029","2,756,029","2,756,029",1,1,,,,
5/28/2013,"2,755,979","2,755,979","2,755,979","2,755,979",1,1,,,,
5/29/2013,"2,757,954","2,757,954","2,757,954","2,757,954",1,1,,,,
5/30/2013,"2,761,071","2,761,071","2,761,071","2,761,071",1,1,,,,
5/31/2013,"2,756,377","2,756,377","2,756,377","2,756,377",1,1,,,,
6/3/2013,"2,750,027","2,750,027","2,750,027","2,750,027",1,1,,,,
6/4/2013,"2,750,076","2,750,076","2,750,076","2,750,076",1,1,,,,
6/5/2013,"2,749,826","2,749,826","2,749,826","2,749,826",1,1,,,,
6/6/2013,"2,746,967","2,746,967","2,746,967","2,746,967",1,1,,,,
6/7/2013,"2,749,552","2,749,552","2,749,552","2,749,552",1,1,,,,
6/10/2013,"2,746,349","2,746,349","2,746,349","2,746,349",1,1,,,,
6/11/2013,"2,746,179","2,746,179","2,746,179","2,746,179",1,1,,,,
6/12/2013,"2,746,179","2,746,179","2,746,179","2,746,179",1,1,,,,
6/13/2013,"2,746,323","2,746,323","2,746,323","2,746,323",1,1,,,,
6/14/2013,"2,746,098","2,746,098","2,746,098","2,746,098",1,1,,,,
6/17/2013,"2,746,063","2,746,063","2,746,063","2,746,063",1,1,,,,
6/18/2013,"2,748,313","2,748,313","2,748,313","2,748,313",1,1,,,,
6/19/2013,"2,747,999","2,747,999","2,747,999","2,747,999",1,1,,,,
6/20/2013,"2,748,157","2,748,157","2,748,157","2,748,157",1,1,,,,
6/21/2013,"2,749,613","2,749,613","2,749,613","2,749,613",1,1,,,,
6/24/2013,"2,748,218","2,748,218","2,748,218","2,748,218",1,1,,,,
6/25/2013,"2,749,958","2,749,958","2,749,958","2,749,958",1,1,,,,
6/26/2013,"2,749,113","2,749,113","2,749,113","2,749,113",1,1,,,,
6/27/2013,"2,750,191","2,750,191","2,750,191","2,750,191",1,1,,,,
6/28/2013,"2,744,628","2,744,628","2,744,628","2,744,628",1,1,,,,
7/1/2013,"2,747,648","2,747,648","2,747,648","2,747,648",1,1,,,,
7/2/2013,"2,745,418","2,745,418","2,745,418","2,745,418",1,1,,,,
7/3/2013,"2,745,143","2,745,143","2,745,143","2,745,143",1,1,,,,
7/5/2013,"2,744,868","2,744,868","2,744,868","2,744,868",1,1,,,,
7/8/2013,"2,742,973","2,742,973","2,742,973","2,742,973",1,1,,,,
7/9/2013,"2,745,043","2,745,043","2,745,043","2,745,043",1,1,,,,
7/10/2013,"2,742,668","2,742,668","2,742,668","2,742,668",1,1,,,,
7/11/2013,"2,738,863","2,738,863","2,738,863","2,738,863",1,1,,,,
7/12/2013,"2,744,928","2,744,928","2,744,928","2,744,928",1,1,,,,
7/15/2013,"2,745,374","2,745,374","2,745,374","2,745,374",1,1,,,,
7/16/2013,"2,748,974","2,748,974","2,748,974","2,748,974",1,1,,,,
7/17/2013,"2,748,768","2,748,768","2,748,768","2,748,768",1,1,,,,
7/18/2013,"2,752,153","2,752,153","2,752,153","2,752,153",1,1,,,,
7/19/2013,"2,751,178","2,751,178","2,751,178","2,751,178",1,1,,,,
7/22/2013,"2,751,983","2,751,983","2,751,983","2,751,983",1,1,,,,
7/23/2013,"2,753,790","2,753,790","2,753,790","2,753,790",1,1,,,,
7/24/2013,"2,752,745","2,752,745","2,752,745","2,752,745",1,1,,,,
7/25/2013,"2,751,494","2,751,494","2,751,494","2,751,494",1,1,,,,
7/26/2013,"2,755,400","2,755,400","2,755,400","2,755,400",1,1,,,,
7/29/2013,"2,755,150","2,755,150","2,755,150","2,755,150",1,1,,,,
7/30/2013,"2,756,615","2,756,615","2,756,615","2,756,615",1,1,,,,
7/31/2013,"2,752,124","2,752,124","2,752,124","2,752,124",1,1,,,,
8/1/2013,"2,750,262","2,750,262","2,750,262","2,750,262",1,1,,,,
8/2/2013,"2,752,769","2,752,769","2,752,769","2,752,769",1,1,,,,
8/5/2013,"2,754,567","2,754,567","2,754,567","2,754,567",1,1,,,,
8/6/2013,"2,762,056","2,762,056","2,762,056","2,762,056",1,1,,,,
8/7/2013,"2,767,077","2,767,077","2,767,077","2,767,077",1,1,,,,
8/8/2013,"2,767,102","2,767,102","2,767,102","2,767,102",1,1,,,,
8/9/2013,"2,765,502","2,765,502","2,765,502","2,765,502",1,1,,,,
8/12/2013,"2,769,032","2,769,032","2,769,032","2,769,032",1,1,,,,
8/13/2013,"2,771,434","2,771,434","2,771,434","2,771,434",1,1,,,,
8/14/2013,"2,770,334","2,770,334","2,770,334","2,770,334",1,1,,,,
8/15/2013,"2,772,809","2,772,809","2,772,809","2,772,809",1,1,,,,
8/16/2013,"2,779,133","2,779,133","2,779,133","2,779,133",1,1,,,,
8/19/2013,"2,786,883","2,786,883","2,786,883","2,786,883",1,1,,,,
8/20/2013,"2,794,201","2,794,201","2,794,201","2,794,201",1,1,,,,
8/21/2013,"2,793,856","2,793,856","2,793,856","2,793,856",1,1,,,,
8/22/2013,"2,793,581","2,793,581","2,793,581","2,793,581",1,1,,,,
8/23/2013,"2,799,141","2,799,141","2,799,141","2,799,141",1,1,,,,
8/26/2013,"2,800,736","2,800,736","2,800,736","2,800,736",1,1,,,,
8/27/2013,"2,802,206","2,802,206","2,802,206","2,802,206",1,1,,,,
8/28/2013,"2,800,675","2,800,675","2,800,675","2,800,675",1,1,,,,
8/29/2013,"2,803,385","2,803,385","2,803,385","2,803,385",1,1,,,,
8/30/2013,"2,790,469","2,790,469","2,790,469","2,790,469",1,1,,,,
9/3/2013,"2,791,664","2,791,664","2,791,664","2,791,664",1,1,,,,
9/4/2013,"2,784,016","2,784,016","2,784,016","2,784,016",1,1,,,,
9/5/2013,"2,784,881","2,784,881","2,784,881","2,784,881",1,1,,,,
9/6/2013,"2,784,323","2,784,323","2,784,323","2,784,323",1,1,,,,
9/9/2013,"2,784,913","2,784,913","2,784,913","2,784,913",1,1,,,,
9/10/2013,"2,782,127","2,782,127","2,782,127","2,782,127",1,1,,,,
9/11/2013,"2,785,547","2,785,547","2,785,547","2,785,547",1,1,,,,
9/12/2013,"2,783,547","2,783,547","2,783,547","2,783,547",1,1,,,,
9/13/2013,"2,782,797","2,782,797","2,782,797","2,782,797",1,1,,,,
9/16/2013,"2,782,985","2,782,985","2,782,985","2,782,985",1,1,,,,
9/17/2013,"2,781,263","2,781,263","2,781,263","2,781,263",1,1,,,,
9/18/2013,"2,777,426","2,777,426","2,777,426","2,777,426",1,1,,,,
9/19/2013,"2,776,605","2,776,605","2,776,605","2,776,605",1,1,,,,
9/20/2013,"2,777,245","2,777,245","2,777,245","2,777,245",1,1,,,,
9/23/2013,"2,777,930","2,777,930","2,777,930","2,777,930",1,1,,,,
9/24/2013,"2,776,641","2,776,641","2,776,641","2,776,641",1,1,,,,
9/25/2013,"2,778,352","2,778,352","2,778,352","2,778,352",1,1,,,,
9/26/2013,"2,778,157","2,778,157","2,778,157","2,778,157",1,1,,,,
9/27/2013,"2,774,978","2,774,978","2,774,978","2,774,978",1,1,,,,
9/30/2013,"2,767,969","2,767,969","2,767,969","2,767,969",1,1,,,,
10/1/2013,"2,766,479","2,766,479","2,766,479","2,766,479",1,1,,,,
10/2/2013,"2,766,479","2,766,479","2,766,479","2,766,479",1,1,,,,
10/3/2013,"2,765,786","2,765,786","2,765,786","2,765,786",1,1,,,,
10/4/2013,"2,764,786","2,764,786","2,764,786","2,764,786",1,1,,,,
10/7/2013,"2,761,042","2,761,042","2,761,042","2,761,042",1,1,,,,
10/8/2013,"2,760,292","2,760,292","2,760,292","2,760,292",1,1,,,,
10/9/2013,"2,758,607","2,758,607","2,758,607","2,758,607",1,1,,,,
10/10/2013,"2,758,032","2,758,032","2,758,032","2,758,032",1,1,,,,
10/11/2013,"2,758,940","2,758,940","2,758,940","2,758,940",1,1,,,,
10/14/2013,"2,757,690","2,757,690","2,757,690","2,757,690",1,1,,,,
10/15/2013,"2,752,284","2,752,284","2,752,284","2,752,284",1,1,,,,
10/16/2013,"2,752,284","2,752,284","2,752,284","2,752,284",1,1,,,,
10/17/2013,"2,752,284","2,752,284","2,752,284","2,752,284",1,1,,,,
10/18/2013,"2,748,599","2,748,599","2,748,599","2,748,599",1,1,,,,
10/21/2013,"2,747,336","2,747,336","2,747,336","2,747,336",1,1,,,,
10/22/2013,"2,742,977","2,742,977","2,742,977","2,742,977",1,1,,,,
10/23/2013,"2,738,616","2,738,616","2,738,616","2,738,616",1,1,,,,
10/24/2013,"2,732,741","2,732,741","2,732,741","2,732,741",1,1,,,,
10/25/2013,"2,727,399","2,727,399","2,727,399","2,727,399",1,1,,,,
10/28/2013,"2,726,574","2,726,574","2,726,574","2,726,574",1,1,,,,
10/29/2013,"2,725,799","2,725,799","2,725,799","2,725,799",1,1,,,,
10/30/2013,"2,711,651","2,711,651","2,711,651","2,711,651",1,1,,,,
10/31/2013,"2,712,325","2,712,325","2,712,325","2,712,325",1,1,,,,
11/1/2013,"2,715,535","2,715,535","2,715,535","2,715,535",1,1,,,,
11/4/2013,"2,711,465","2,711,465","2,711,465","2,711,465",1,1,,,,
11/5/2013,"2,710,424","2,710,424","2,710,424","2,710,424",1,1,,,,
11/6/2013,"2,709,198","2,709,198","2,709,198","2,709,198",1,1,,,,
11/7/2013,"2,708,923","2,708,923","2,708,923","2,708,923",1,1,,,,
11/8/2013,"2,710,062","2,710,062","2,710,062","2,710,062",1,1,,,,
11/11/2013,"2,703,951","2,703,951","2,703,951","2,703,951",1,1,,,,
11/12/2013,"2,704,600","2,704,600","2,704,600","2,704,600",1,1,,,,
11/13/2013,"2,704,490","2,704,490","2,704,490","2,704,490",1,1,,,,
11/15/2013,"2,697,213","2,697,213","2,697,213","2,697,213",1,1,,,,
11/18/2013,"2,694,318","2,694,318","2,694,318","2,694,318",1,1,,,,
11/19/2013,"2,693,193","2,693,193","2,693,193","2,693,193",1,1,,,,
11/20/2013,"2,692,618","2,692,618","2,692,618","2,692,618",1,1,,,,
11/21/2013,"2,691,318","2,691,318","2,691,318","2,691,318",1,1,,,,
11/22/2013,"2,687,969","2,687,969","2,687,969","2,687,969",1,1,,,,
11/25/2013,"2,687,969","2,687,969","2,687,969","2,687,969",1,1,,,,
11/26/2013,"2,687,829","2,687,829","2,687,829","2,687,829",1,1,,,,
11/27/2013,"2,685,098","2,685,098","2,685,098","2,685,098",1,1,,,,
11/29/2013,"2,681,129","2,681,129","2,681,129","2,681,129",1,1,,,,
12/2/2013,"2,675,966","2,675,966","2,675,966","2,675,966",1,1,,,,
12/3/2013,"2,673,444","2,673,444","2,673,444","2,673,444",1,1,,,,
12/4/2013,"2,672,444","2,672,444","2,672,444","2,672,444",1,1,,,,
12/5/2013,"2,671,849","2,671,849","2,671,849","2,671,849",1,1,,,,
12/6/2013,"2,669,667","2,669,667","2,669,667","2,669,667",1,1,,,,
12/9/2013,"2,669,347","2,669,347","2,669,347","2,669,347",1,1,,,,
12/10/2013,"2,664,870","2,664,870","2,664,870","2,664,870",1,1,,,,
12/11/2013,"2,665,468","2,665,468","2,665,468","2,665,468",1,1,,,,
12/12/2013,"2,664,918","2,664,918","2,664,918","2,664,918",1,1,,,,
12/13/2013,"2,667,848","2,667,848","2,667,848","2,667,848",1,1,,,,
12/16/2013,"2,669,031","2,669,031","2,669,031","2,669,031",1,1,,,,
12/17/2013,"2,668,681","2,668,681","2,668,681","2,668,681",1,1,,,,
12/18/2013,"2,668,981","2,668,981","2,668,981","2,668,981",1,1,,,,
12/19/2013,"2,675,606","2,675,606","2,675,606","2,675,606",1,1,,,,
12/20/2013,"2,690,351","2,690,351","2,690,351","2,690,351",1,1,,,,
12/23/2013,"2,698,697","2,698,697","2,698,697","2,698,697",1,1,,,,
12/24/2013,"2,698,697","2,698,697","2,698,697","2,698,697",1,1,,,,
12/26/2013,"2,708,362","2,708,362","2,708,362","2,708,362",1,1,,,,
12/27/2013,"2,713,491","2,713,491","2,713,491","2,713,491",1,1,,,,
12/30/2013,"2,715,751","2,715,751","2,715,751","2,715,751",1,1,,,,
12/31/2013,"2,709,306","2,709,306","2,709,306","2,709,306",1,1,,,,
1/2/2014,"2,709,056","2,709,056","2,709,056","2,709,056",1,1,,,,
1/3/2014,"2,704,832","2,704,832","2,704,832","2,704,832",1,1,,,,
1/6/2014,"2,702,778","2,702,778","2,702,778","2,702,778",1,1,,,,
1/7/2014,"2,701,803","2,701,803","2,701,803","2,701,803",1,1,,,,
1/8/2014,"2,701,803","2,701,803","2,701,803","2,701,803",1,1,,,,
1/9/2014,"2,703,813","2,703,813","2,703,813","2,703,813",1,1,,,,
1/10/2014,"2,692,683","2,692,683","2,692,683","2,692,683",1,1,,,,
